seq_id	pfam_id	pfam_desc	supfam_id	supfam_desc
A0A8M6Z3U4	PF00777	Glyco_transf_29		
A0A8M6Z3W7	PF02517	Rce1-like		
A0A8M6Z510	PF03520	KCNQ_channel	SSF81324	Voltage-gated potassium channels
A0A8M6Z571	PF01129	ART	SSF56399	ADP-ribosylation
A0A8M6Z595	PF00581	Rhodanese	SSF52821	Rhodanese/Cell cycle control phosphatase
A0A8M6Z7Z7	PF07517	SecA_DEAD	SSF81767	Pre-protein crosslinking domain of SecA
A0A8M9NZX8	PF16474	KIND	SSF57903	FYVE/PHD zinc finger
A0A8M9P0W3	PF00236	Hormone_6	SSF57501	Cystine-knot cytokines
A0A8M9P1M6	PF01411	tRNA-synt_2c	SSF101353	Putative anticodon-binding domain of alanyl-tRNA synthetase (AlaRS)
A0A8M9P393	PF16801	MSL1_dimer		
A0A8M9P799	PF10613	Lig_chan-Glu_bd	SSF53850	Periplasmic binding protein-like II
A0A8M9PBL7	PF01129	ART	SSF56399	ADP-ribosylation
A0A8M9PE84	PF03453	MoeA_N	SSF53218	Molybdenum cofactor biosynthesis proteins
A0A8M9PEE6	PF16644	NEXCaM_BD		
A0A8M9PEI8	PF04868	PDE6_gamma		
A0A8M9PGA1	PF02267	Rib_hydrolayse	SSF52309	N-(deoxy)ribosyltransferase-like
A0A8M9PGT6	PF01129	ART	SSF56399	ADP-ribosylation
A0A8M9PIY6	PF00782	DSPc	SSF52799	(Phosphotyrosine protein) phosphatases II
A0A8M9PJ83	PF01129	ART	SSF56399	ADP-ribosylation
A0A8M9PLX6	PF00777	Glyco_transf_29		
A0A8M9PP94	PF13359	DDE_Tnp_4		
A0A8M9PR40	PF13385	Laminin_G_3	SSF81321	Family A G protein-coupled receptor-like
A0A8M9PSF7	PF03453	MoeA_N	SSF53218	Molybdenum cofactor biosynthesis proteins
A0A8M9PTQ1	PF00225	Kinesin	SSF52540	P-loop containing nucleoside triphosphate hydrolases
A0A8M9PU51	PF00685	Sulfotransfer_1	SSF52540	P-loop containing nucleoside triphosphate hydrolases
A0A8M9PWK1	PF01694	Rhomboid	SSF144091	Rhomboid-like
A0A8M9PX36	PF00777	Glyco_transf_29		
A0A8M9PX83	PF10206	WRW		
A0A8M9PXN4	PF00777	Glyco_transf_29		
A0A8M9PY20	PF01794	Ferric_reduct	SSF51735	NAD(P)-binding Rossmann-fold domains
A0A8M9PYV7	PF03372	Exo_endo_phos	SSF56219	DNase I-like
A0A8M9Q172	PF00520	Ion_trans	SSF81324	Voltage-gated potassium channels
A0A8M9Q1A7	PF13359	DDE_Tnp_4		
A0A8M9Q315	PF12171	zf-C2H2_jaz	SSF57667	beta-beta-alpha zinc fingers
A0A8M9Q3J1	PF03530	SK_channel	SSF81324	Voltage-gated potassium channels
A0A8M9Q4H9	PF13359	DDE_Tnp_4		
A0A8M9Q4U4	PF07984	NTP_transf_7		
A0A8M9Q6L9	PF00078	RVT_1	SSF56672	DNA/RNA polymerases
A0A8M9Q7C0	PF00777	Glyco_transf_29		
A0A8M9QAI1	PF01697	Glyco_transf_92		
A0A8M9QAY6	PF13359	DDE_Tnp_4		
A0A8M9QBA1	PF03770	IPK	SSF56104	SAICAR synthase-like
A0A8M9QEA2	PF07701	HNOBA		
A0A8M9QEL7	PF00520	Ion_trans	SSF81324	Voltage-gated potassium channels
A0A8M9QG68	PF03372	Exo_endo_phos	SSF56219	DNase I-like
A0A8M9QGD2	PF04089	BRICHOS		
A0A8M9QGK2	PF00688	TGFb_propeptide	SSF57501	Cystine-knot cytokines
A0A8N1Z345	PF13537	GATase_7	SSF56235	N-terminal nucleophile aminohydrolases (Ntn hydrolases)
A0A8N7T6K6	PF10220	Smg8_Smg9		
A0A8N7T6V3	PF08412	Ion_trans_N	SSF81324	Voltage-gated potassium channels
A0A8N7T815	PF00520	Ion_trans	SSF81324	Voltage-gated potassium channels
A0A8N7T8F0	PF07885	Ion_trans_2	SSF81324	Voltage-gated potassium channels
A0A8N7TBE2	PF01769	MgtE	SSF161093	MgtE membrane domain-like
A0A8N7TDP4	PF08412	Ion_trans_N	SSF81324	Voltage-gated potassium channels
A0A8N7TDX3	PF01336	tRNA_anti-codon	SSF50249	Nucleic acid-binding proteins
A0A8N7TDZ7	PF00110	wnt		
A0A8N7URG8	PF02535	Zip		
A0A8N7UUW6	PF05679	CHGN	SSF53448	Nucleotide-diphospho-sugar transferases
A0A8N7UVC3	PF03530	SK_channel	SSF81324	Voltage-gated potassium channels
A0A8N7UVE7	PF03567	Sulfotransfer_2		
A0A8N7UW14	PF00100	Zona_pellucida	SSF82671	SEA domain
A0A8N7UYK4	PF19722	SENP3_5_N	SSF54001	Cysteine proteinases
A0AUQ3	PF09755	DUF2046		
A0FJI2	PF01108	Tissue_fac	SSF49265	Fibronectin type III
A0JMC9	PF19627	ADNP_N		
A0JMM8	PF19305	MmgE_PrpD_C	SSF103378	2-methylcitrate dehydratase PrpD
A0JMN0	PF14360	PAP2_C	SSF47769	SAM/Pointed domain
A0JPF6	PF07984	NTP_transf_7		
A1L1F6	PF13891	zf-C3Hc3H		
A1L1R5	PF00782	DSPc	SSF52799	(Phosphotyrosine protein) phosphatases II
A1L1U1	PF00400	WD40	SSF50978	WD40 repeat-like
A1L229	PF00535	Glycos_transf_2	SSF53448	Nucleotide-diphospho-sugar transferases
A2BGP7				
A2RUW6	PF00777	Glyco_transf_29		
A2RUX8	PF00170	bZIP_1	SSF57959	Leucine zipper domain
A3KP10	PF04991	LicD		
A3KP47			SSF53955	Lysozyme-like
A4IFY7	PF19722	SENP3_5_N	SSF54001	Cysteine proteinases
A4IG42	PF13402	Peptidase_M60	SSF52317	Class I glutamine amidotransferase-like
A4IG63				
A4QN36	PF04710	Pellino		
A4QNU4	PF00909	Ammonium_transp	SSF111352	Ammonium transporter
A4QNV5	PF00536	SAM_1	SSF47769	SAM/Pointed domain
A4QNW7	PF19281	PHYHIP_C	SSF49265	Fibronectin type III
A4QP00				
A5PL71	PF00551	Formyl_trans_N	SSF53328	Formyltransferase
A5PN38	PF10223	DUF2181		
A7MBZ2	PF07984	NTP_transf_7		
A8E4T4	PF00909	Ammonium_transp	SSF111352	Ammonium transporter
A8WFV2	PF04161	Arv1		
A8WFW7	PF16159	FOXP-CC	SSF46785	Winged helix' DNA-binding domain
A8WG95	PF13347	MFS_2	SSF103473	MFS general substrate transporter
A8WGS0	PF00173	Cyt-b5	SSF55856	Cytochrome b5-like heme/steroid binding domain
A8WGS4	PF03798	TRAM_LAG1_CLN8		
A8WHU6				
A9JR90	PF00561	Abhydrolase_1	SSF53474	alpha/beta-Hydrolases
A9XP99	PF16644	NEXCaM_BD		
A9XPA1	PF00999	Na_H_Exchanger		
A9XPA2	PF00999	Na_H_Exchanger		
B0CLV0	PF07686	V-set	SSF48726	Immunoglobulin
B0CN48	PF00777	Glyco_transf_29		
B0S5Y3	PF06237	DUF1011		
B0S6S9	PF00076	RRM_1	SSF54928	RNA-binding domain, RBD
B1H1G8	PF00622	SPRY	SSF49899	Concanavalin A-like lectins/glucanases
B1PBZ7	PF05210	Sprouty		
B3DGC8	PF09815	XK-related		
B3DGI9	PF02953	zf-Tim10_DDP	SSF144122	Tim10-like
B3DHK2	PF14875	PIP49_N	SSF47473	EF-hand
B3DI29	PF00520	Ion_trans	SSF81324	Voltage-gated potassium channels
B3DJF2	PF00400	WD40	SSF50978	WD40 repeat-like
B3DJK0				
B3DJM1	PF00046	Homeodomain	SSF46689	Homeodomain-like
B3DK73	PF09412	XendoU	SSF142877	EndoU-like
B7ZVS9	PF09815	XK-related		
D2U4U1	PF00777	Glyco_transf_29		
D3YLD4	PF03006	HlyIII		
E7EXW2	PF04987	PigN	SSF53649	Alkaline phosphatase-like
E7F1E4	PF00003	7tm_3		
E7F7M5	PF04710	Pellino		
E7F995	PF00685	Sulfotransfer_1	SSF52540	P-loop containing nucleoside triphosphate hydrolases
E7FAV4	PF00019	TGF_beta	SSF57501	Cystine-knot cytokines
E7FDA3				
E7FE32	PF00566	RabGAP-TBC	SSF47923	Ypt/Rab-GAP domain of gyp1p
E7FEE5	PF00001	7tm_1	SSF81321	Family A G protein-coupled receptor-like
E7FEJ3	PF00520	Ion_trans	SSF81324	Voltage-gated potassium channels
E7FFE9	PF00520	Ion_trans	SSF81324	Voltage-gated potassium channels
E7FG14	PF03798	TRAM_LAG1_CLN8		
E7FGT2	PF01182	Glucosamine_iso	SSF100950	NagB/RpiA/CoA transferase-like
E9QFB2	PF00001	7tm_1	SSF81321	Family A G protein-coupled receptor-like
F1Q836	PF01384	PHO4		
F1QE73	PF04116	FA_hydroxylase		
F1R340	PF10186	ATG14		
F1R5B7	PF00929	RNase_T	SSF53098	Ribonuclease H-like
F1RAF0	PF00001	7tm_1	SSF81321	Family A G protein-coupled receptor-like
F1RE14	PF00112	Peptidase_C1	SSF54001	Cysteine proteinases
Q08BF4	PF00777	Glyco_transf_29		
Q08BG2	PF05241	EBP		
Q08BL7	PF05161	MOFRL	SSF82544	GckA/TtuD-like
Q08BV9	PF16209	PhoLip_ATPase_N	SSF81665	Calcium ATPase, transmembrane domain M
Q08BW6	PF14811	TPD		
Q08BZ3	PF03957	Jun	SSF57959	Leucine zipper domain
Q08C82	PF01151	ELO		
Q08CD2	PF04692	PDGF_N	SSF57501	Cystine-knot cytokines
Q08CG9	PF06541	ABC_trans_CmpB		
Q08CN1	PF00644	PARP	SSF56399	ADP-ribosylation
Q08CV3	PF01553	Acyltransferase	SSF69593	Glycerol-3-phosphate (1)-acyltransferase
Q1L8D2	PF16317	Glyco_hydro_99		
Q1LWC2	PF07092	DUF1356	SSF117070	LEA14-like
Q1LWK5	PF13519	VWA_2	SSF53300	vWA-like
Q1LXH2	PF07984	NTP_transf_7		
Q1LXV8	PF03798	TRAM_LAG1_CLN8		
Q1LYM7	PF03105	SPX		
Q1RLQ5	PF14875	PIP49_N		
Q1RLT5	PF12606	RELT		
Q1RMA3	PF00046	Homeodomain	SSF46689	Homeodomain-like
Q2YDR0	PF03372	Exo_endo_phos	SSF56219	DNase I-like
Q2YDR1				
Q32LS2	PF18131	KN17_SH3	SSF57667	beta-beta-alpha zinc fingers
Q32LS8	PF00300	His_Phos_1	SSF53254	Phosphoglycerate mutase-like
Q32LT2	PF03006	HlyIII		
Q32PK2	PF10277	Frag1		
Q3B739	PF00194	Carb_anhydrase	SSF51069	Carbonic anhydrase
Q3B7R0	PF02167	Cytochrom_C1	SSF81496	Cytochrome c1 subunit of cytochrome bc1 complex (Ubiquinol-cytochrome c reductase), transmembrane anchor
Q3S343	PF01380	SIS	SSF53697	SIS domain
Q4JNX5	PF16159	FOXP-CC	SSF46785	Winged helix' DNA-binding domain
Q4KMD5	PF01553	Acyltransferase	SSF69593	Glycerol-3-phosphate (1)-acyltransferase
Q4KMH7	PF00400	WD40	SSF50998	Quinoprotein alcohol dehydrogenase-like
Q502B2	PF07884	VKOR		
Q502H1	PF04430	DUF498	SSF64076	MTH938-like
Q503D7	PF00076	RRM_1	SSF54928	RNA-binding domain, RBD
Q503H9	PF02268	TFIIA_gamma_N	SSF50784	Transcription factor IIA (TFIIA), beta-barrel domain
Q503R3	PF06428	Sec2p	SSF144284	Sec2 N-terminal region
Q503Y8	PF06937	EURL		
Q504A2	PF13847	Methyltransf_31	SSF53335	S-adenosyl-L-methionine-dependent methyltransferases
Q504F3				
Q567X9	PF20266	Mab-21_C		
Q568J5	PF02230	Abhydrolase_2	SSF53474	alpha/beta-Hydrolases
Q5BJD2	PF15101	TERB2		
Q5BLD1	PF07947	YhhN		
Q5CZT1	PF05577	Peptidase_S28	SSF53474	alpha/beta-Hydrolases
Q5EAR5	PF01885	PTS_2-RNA	SSF56399	ADP-ribosylation
Q5GH39	PF09815	XK-related		
Q5NDG1	PF00777	Glyco_transf_29		
Q5PR95	PF00335	Tetraspanin	SSF48652	Tetraspanin
Q5PR98	PF03096	Ndr	SSF53474	alpha/beta-Hydrolases
Q5PRC6	PF00561	Abhydrolase_1	SSF56784	HAD-like
Q5QJR2	PF00010	HLH	SSF47459	HLH, helix-loop-helix DNA-binding domain
Q5U3Q5	PF00400	WD40	SSF50978	WD40 repeat-like
Q5XIY2	PF03798	TRAM_LAG1_CLN8		
Q5XJ56	PF03942	DTW		
Q5XJE2	PF00335	Tetraspanin	SSF48652	Tetraspanin
Q5XJL0	PF10277	Frag1		
Q5XJL5	PF10520	Lipid_desat		
Q5XJT3	PF03188	Cytochrom_B561		
Q66HZ6	PF03188	Cytochrom_B561		
Q66I61				
Q66ID6	PF04116	FA_hydroxylase		
Q6A3P5	PF03096	Ndr	SSF53474	alpha/beta-Hydrolases
Q6DBR1	PF13365	Trypsin_2	SSF50494	Trypsin-like serine proteases
Q6DC53	PF10288	CTU2	SSF52402	Adenine nucleotide alpha hydrolases-like
Q6DC73				
Q6DEI3	PF14360	PAP2_C		
Q6DEL2	PF05602	CLPTM1		
Q6DGM8	PF00170	bZIP_1	SSF57959	Leucine zipper domain
Q6DGW0	PF01151	ELO		
Q6DGZ0	PF01585	G-patch		
Q6DH80			SSF53955	Lysozyme-like
Q6DHC3	PF00153	Mito_carr	SSF103506	Mitochondrial carrier
Q6DHM0	PF00300	His_Phos_1	SSF53254	Phosphoglycerate mutase-like
Q6IQM3	PF08584	Ribonuc_P_40		
Q6KC03	PF00777	Glyco_transf_29		
Q6KC13	PF00777	Glyco_transf_29		
Q6NUX9	PF00965	TIMP	SSF50242	TIMP-like
Q6NV01	PF00568	WH1	SSF50729	PH domain-like
Q6NY41	PF00173	Cyt-b5	SSF55856	Cytochrome b5-like heme/steroid binding domain
Q6NYX8	PF06201	PITH	SSF49785	Galactose-binding domain-like
Q6NZ11	PF12606	RELT		
Q6NZZ3	PF17065	UPF0669		
Q6P043	PF00274	Glycolytic	SSF51569	Aldolase
Q6P0C4	PF00587	tRNA-synt_2b	SSF55681	Class II aaRS and biotin synthetases
Q6P0G5	PF00564	PB1	SSF54277	CAD & PB1 domains
Q6P0K2	PF00098	zf-CCHC	SSF54928	RNA-binding domain, RBD
Q6P0S3	PF04819	DUF716		
Q6P0S4	PF00170	bZIP_1	SSF57959	Leucine zipper domain
Q6P3I5	PF03062	MBOAT		
Q6P6E5	PF05676	NDUF_B7		
Q6P7Y0	PF00179	UQ_con	SSF54495	UBC-like
Q6P935	PF16300	WD40_4	SSF50978	WD40 repeat-like
Q6P951	PF00300	His_Phos_1	SSF53254	Phosphoglycerate mutase-like
Q6PBI6	PF01329	Pterin_4a	SSF55248	PCD-like
Q6PBM7	PF16046	FAM76		
Q6PC22	PF06747	CHCH		
Q6PFM1	PF01384	PHO4		
Q6PGY2	PF01553	Acyltransferase		
Q6QX43	PF00236	Hormone_6	SSF57501	Cystine-knot cytokines
Q6ZM62	PF04062	P21-Arc	SSF69060	Arp2/3 complex 21 kDa subunit ARPC3
Q704S4	PF00777	Glyco_transf_29		
Q7SXC1	PF07645	EGF_CA	SSF49854	Spermadhesin, CUB domain
Q7SXC9	PF00059	Lectin_C	SSF56436	C-type lectin-like
Q7SXG8	PF00587	tRNA-synt_2b	SSF46589	tRNA-binding arm
Q7SZR4	PF00300	His_Phos_1	SSF53254	Phosphoglycerate mutase-like
Q7T2F6	PF00400	WD40	SSF50978	WD40 repeat-like
Q7T316	PF10149	TM231		
Q7T342	PF00370	FGGY_N	SSF53067	Actin-like ATPase domain
Q7T3B5	PF08557	Lipid_DES		
Q7T3G4	PF00300	His_Phos_1	SSF53254	Phosphoglycerate mutase-like
Q7ZTX2	PF00400	WD40	SSF50978	WD40 repeat-like
Q7ZU78	PF00300	His_Phos_1	SSF53254	Phosphoglycerate mutase-like
Q7ZUC4	PF09755	DUF2046		
Q7ZUG5	PF01249	Ribosomal_S21e		
Q7ZUI8	PF01253	SUI1	SSF55159	eIF1-like
Q7ZUQ0	PF00400	WD40	SSF50978	WD40 repeat-like
Q7ZUZ8	PF06524	NOA36		
Q7ZVF0	PF00400	WD40	SSF50978	WD40 repeat-like
Q7ZVR1	PF00400	WD40	SSF50978	WD40 repeat-like
Q7ZVW1	PF15113	TMEM117		
Q7ZVX7	PF00170	bZIP_1	SSF57959	Leucine zipper domain
Q7ZW03	PF04641	Rtf2		
Q7ZWC9	PF01553	Acyltransferase	SSF69593	Glycerol-3-phosphate (1)-acyltransferase
Q800S8	PF00031	Cystatin	SSF54403	Cystatin/monellin
Q802X6	PF01151	ELO		
Q803F5	PF03088	Str_synth	SSF63829	Calcium-dependent phosphotriesterase
Q803F7	PF00098	zf-CCHC	SSF54928	RNA-binding domain, RBD
Q803P4	PF04116	FA_hydroxylase		
Q8JFR9	PF00505	HMG_box	SSF54211	Ribosomal protein S5 domain 2-like
Q8QGW4	PF17123	zf-RING_11	SSF48452	TPR-like
Q8QH83	PF00777	Glyco_transf_29		
Q8WM94	PF00993	MHC_II_alpha	SSF54452	MHC antigen-recognition domain
Q9DGH0	PF04668	Tsg		
Q9IAC8	PF00909	Ammonium_transp	SSF111352	Ammonium transporter
Q9IB61	PF06726	BC10		
A0A0N4SU70				
A0A0R4IE87			SSF57868	Metallothionein
A0A0R4ILH2	PF00561	Abhydrolase_1	SSF53474	alpha/beta-Hydrolases
A0A0R4ISE0	PF06789	MINAR1_C		
A0A0R4IX64	PF07287	AtuA		
A0A140LH15	PF04548	AIG1	SSF52540	P-loop containing nucleoside triphosphate hydrolases
A0A1D5NSP6	PF07716	bZIP_2	SSF57959	Leucine zipper domain
A0A286Y8A6	PF03006	HlyIII		
A0A2R8QIP9	PF07742	BTG	SSF160696	BTG domain-like
A0A2R8QM83	PF07114	TMEM126		
A0A2R8RSH3	PF16019	CSRNP_N		
A0A8M1N4L6	PF09752	ABHD18	SSF53474	alpha/beta-Hydrolases
A0A8M1N6W6	PF13679	Methyltransf_32	SSF53335	S-adenosyl-L-methionine-dependent methyltransferases
A0A8M1N7K6	PF00797	Acetyltransf_2	SSF54001	Cysteine proteinases
A0A8M1N964			SSF81383	F-box domain
A0A8M1N9R4	PF16563	P66_CC	SSF57716	Glucocorticoid receptor-like (DNA-binding domain)
A0A8M1N9Y4	PF13679	Methyltransf_32	SSF53335	S-adenosyl-L-methionine-dependent methyltransferases
A0A8M1NAZ5	PF04970	LRAT		
A0A8M1NBU8	PF12937	F-box-like	SSF81383	F-box domain
A0A8M1NC07				
A0A8M1NC41				
A0A8M1NC42	PF00001	7tm_1	SSF81321	Family A G protein-coupled receptor-like
A0A8M1NCA2	PF00010	HLH	SSF47459	HLH, helix-loop-helix DNA-binding domain
A0A8M1NDA8				
A0A8M1NE99	PF00781	DAGK_cat	SSF111331	NAD kinase/diacylglycerol kinase-like
A0A8M1NFV0	PF04548	AIG1	SSF52540	P-loop containing nucleoside triphosphate hydrolases
A0A8M1NG98	PF03798	TRAM_LAG1_CLN8		
A0A8M1NGN2	PF04970	LRAT		
A0A8M1NHC2	PF18866	CxC7		
A0A8M1NIN1	PF04970	LRAT		
A0A8M1NTG0	PF15793	FAM35_C		
A0A8M1NTG6	PF00098	zf-CCHC	SSF57756	Retrovirus zinc finger-like domains
A0A8M1NVV0	PF00098	zf-CCHC	SSF57756	Retrovirus zinc finger-like domains
A0A8M1NXF4	PF02627	CMD	SSF69118	AhpD-like
A0A8M1NYW8	PF04970	LRAT		
A0A8M1NZ90	PF03798	TRAM_LAG1_CLN8		
A0A8M1P2D2	PF12463	DUF3689		
A0A8M1P323	PF00400	WD40	SSF158235	SOCS box-like
A0A8M1P3R4	PF05485	THAP	SSF57716	Glucocorticoid receptor-like (DNA-binding domain)
A0A8M1P435	PF19281	PHYHIP_C	SSF49265	Fibronectin type III
A0A8M1P4N4	PF00097	zf-C3HC4	SSF57850	RING/U-box
A0A8M1P5D2	PF05485	THAP	SSF57716	Glucocorticoid receptor-like (DNA-binding domain)
A0A8M1P7U9			SSF51197	Clavaminate synthase-like
A0A8M1P8M5	PF00100	Zona_pellucida		
A0A8M1P8W7	PF15289	RFXA_RFXANK_bdg		
A0A8M1P946				
A0A8M1P963	PF05699	Dimer_Tnp_hAT	SSF53098	Ribonuclease H-like
A0A8M1PA73			SSF54160	Chromo domain-like
A0A8M1PAB8	PF00782	DSPc	SSF52799	(Phosphotyrosine protein) phosphatases II
A0A8M1PB98	PF15396	FAM60A		
A0A8M1PC14	PF00010	HLH	SSF47459	HLH, helix-loop-helix DNA-binding domain
A0A8M1PFK3	PF01207	Dus	SSF51395	FMN-linked oxidoreductases
A0A8M1PPM7	PF08583	Cmc1		
A0A8M1PRT0	PF10277	Frag1		
A0A8M1PSH1	PF04548	AIG1	SSF52540	P-loop containing nucleoside triphosphate hydrolases
A0A8M1PSK9	PF09422	WTX		
A0A8M1PSR0	PF12813	XPG_I_2	SSF88723	PIN domain-like
A0A8M1PSR2	PF13639	zf-RING_2	SSF57850	RING/U-box
A0A8M1PUB2				
A0A8M1PUC7	PF16860	CX9C		
A0A8M1PUD8	PF12937	F-box-like	SSF52047	RNI-like
A0A8M1PVB5	PF13842	Tnp_zf-ribbon_2		
A0A8M1PYT5	PF11822	SANBR_BTB		
A0A8M1PZ03	PF09791	Oxidored-like		
A0A8M1PZ20			SSF50998	Quinoprotein alcohol dehydrogenase-like
A0A8M1PZ72	PF14875	PIP49_N		
A0A8M1PZG6				
A0A8M1PZS3	PF04548	AIG1	SSF52540	P-loop containing nucleoside triphosphate hydrolases
A0A8M1Q1D9				
A0A8M1Q1X2	PF00010	HLH	SSF47459	HLH, helix-loop-helix DNA-binding domain
A0A8M1Q2A9	PF04548	AIG1	SSF52540	P-loop containing nucleoside triphosphate hydrolases
A0A8M1Q710	PF04548	AIG1	SSF52540	P-loop containing nucleoside triphosphate hydrolases
A0A8M1Q738	PF00098	zf-CCHC	SSF57756	Retrovirus zinc finger-like domains
A0A8M1Q764			SSF47769	SAM/Pointed domain
A0A8M1Q7F5	PF12697	Abhydrolase_6	SSF53474	alpha/beta-Hydrolases
A0A8M1Q7N7			SSF52058	L domain-like
A0A8M1QHK5	PF05485	THAP	SSF57716	Glucocorticoid receptor-like (DNA-binding domain)
A0A8M1QKL4	PF17120	zf-RING_16	SSF57850	RING/U-box
A0A8M1QKM2	PF00400	WD40	SSF50978	WD40 repeat-like
A0A8M1QKT5	PF09815	XK-related		
A0A8M1QKU4	PF04810	zf-Sec23_Sec24	SSF82919	Zn-finger domain of Sec23/24
A0A8M1QR63	PF09815	XK-related		
A0A8M1QR78	PF05485	THAP	SSF57716	Glucocorticoid receptor-like (DNA-binding domain)
A0A8M1QRB9	PF00149	Metallophos	SSF56300	Metallo-dependent phosphatases
A0A8M1QUL2				
A0A8M1QUX5	PF00855	PWWP	SSF63748	Tudor/PWWP/MBT
A0A8M1RDV0	PF15799	CCD48	SSF47473	EF-hand
A0A8M1RE83	PF19277	GPAT_C	SSF69593	Glycerol-3-phosphate (1)-acyltransferase
A0A8M1REF1	PF00561	Abhydrolase_1	SSF53474	alpha/beta-Hydrolases
A0A8M1REM5	PF00013	KH_1	SSF54791	Eukaryotic type KH-domain (KH-domain type I)
A0A8M1RER7	PF12762	DDE_Tnp_IS1595		
A0A8M1REU5	PF08412	Ion_trans_N	SSF81324	Voltage-gated potassium channels
A0A8M1REV5				
A0A8M1REY4	PF09588	YqaJ	SSF52980	Restriction endonuclease-like
A0A8M1RF00				
A0A8M1RFY5	PF04548	AIG1	SSF52540	P-loop containing nucleoside triphosphate hydrolases
A0A8M1RFZ7				
A0A8M1RH53				
A0A8M1RHD5	PF02174	IRS	SSF50729	PH domain-like
A0A8M1RHV1	PF10497	zf-4CXXC_R1		
A0A8M1RHV5	PF05608	DUF778		
A0A8M1RI16			SSF57667	beta-beta-alpha zinc fingers
A0A8M1RI53	PF00535	Glycos_transf_2	SSF53448	Nucleotide-diphospho-sugar transferases
A0A8M1RIA7				
A0A8M1RIW3			SSF57850	RING/U-box
A0A8M1RKF2	PF18758	KDZ		
A0A8M1RKG7	PF02469	Fasciclin	SSF82153	FAS1 domain
A0A8M1RL50	PF00300	His_Phos_1	SSF53254	Phosphoglycerate mutase-like
A0A8M1RLH6	PF00094	VWD	SSF57567	Serine protease inhibitors
A0A8M1RLL8				
A0A8M1RLR9	PF05485	THAP	SSF57716	Glucocorticoid receptor-like (DNA-binding domain)
A0A8M1RMJ8	PF19277	GPAT_C	SSF69593	Glycerol-3-phosphate (1)-acyltransferase
A0A8M1RMK8	PF03351	DOMON		
A0A8M1RMS8	PF14723	SSFA2_C		
A0A8M1RMX0				
A0A8M1RMZ0	PF02460	Patched	SSF82866	Multidrug efflux transporter AcrB transmembrane domain
A0A8M1RNR3	PF00487	FA_desaturase		
A0A8M1RP01			SSF53300	vWA-like
A0A8M1RP22	PF09815	XK-related		
A0A8M1RPB3	PF02460	Patched	SSF82866	Multidrug efflux transporter AcrB transmembrane domain
A0A8M1RR75				
A0A8M1RRF3	PF00462	Glutaredoxin	SSF52833	Thioredoxin-like
A0A8M1RRR9	PF04710	Pellino		
A0A8M1RRS1	PF13365	Trypsin_2	SSF50494	Trypsin-like serine proteases
A0A8M1RS07			SSF54236	Ubiquitin-like
A0A8M1RS26	PF13639	zf-RING_2	SSF50978	WD40 repeat-like
A0A8M1RSP7	PF18717	CxC4		
A0A8M1RT33	PF12762	DDE_Tnp_IS1595		
A0A8M1RTB6				
A0A8M1RTE1	PF00341	PDGF	SSF57501	Cystine-knot cytokines
A0A8M1RTK5	PF14951	DUF4503		
A0A8M2B241	PF12180	EABR		
A0A8M2B2Q0	PF04577	Glyco_transf_61		
A0A8M2B374	PF06119	NIDO		
A0A8M2B3X3	PF13855	LRR_8	SSF52058	L domain-like
A0A8M2B423	PF14893	PNMA	SSF57756	Retrovirus zinc finger-like domains
A0A8M2B4A8	PF19281	PHYHIP_C	SSF49265	Fibronectin type III
A0A8M2B4I4				
A0A8M2B4Q6	PF07984	NTP_transf_7		
A0A8M2B4U6	PF01585	G-patch		
A0A8M2B4U9				
A0A8M2B4W2	PF20499	DUF6729		
A0A8M2B538	PF03045	DAN		
A0A8M2B5F0	PF14893	PNMA	SSF57756	Retrovirus zinc finger-like domains
A0A8M2B5R2				
A0A8M2B5W8	PF00170	bZIP_1	SSF57959	Leucine zipper domain
A0A8M2B617	PF00240	ubiquitin	SSF54236	Ubiquitin-like
A0A8M2B6C1	PF14893	PNMA	SSF57756	Retrovirus zinc finger-like domains
A0A8M2B6C2	PF07803	GSG-1		
A0A8M2B6N5	PF05485	THAP	SSF57716	Glucocorticoid receptor-like (DNA-binding domain)
A0A8M2B6R3	PF05485	THAP	SSF57716	Glucocorticoid receptor-like (DNA-binding domain)
A0A8M2B719	PF04710	Pellino		
A0A8M2B780	PF00735	Septin	SSF52540	P-loop containing nucleoside triphosphate hydrolases
A0A8M2B799	PF05485	THAP	SSF57716	Glucocorticoid receptor-like (DNA-binding domain)
A0A8M2B895			SSF53098	Ribonuclease H-like
A0A8M2B8G8	PF12874	zf-met	SSF57667	beta-beta-alpha zinc fingers
A0A8M2B8J0	PF05699	Dimer_Tnp_hAT	SSF53098	Ribonuclease H-like
A0A8M2B9M0	PF16019	CSRNP_N		
A0A8M2B9R0	PF00797	Acetyltransf_2	SSF54001	Cysteine proteinases
A0A8M2B9S8	PF03798	TRAM_LAG1_CLN8		
A0A8M2B9V9	PF15269	zf-C2H2_7		
A0A8M2BAC2	PF16017	BTB_3	SSF54695	POZ domain
A0A8M2BAR5				
A0A8M2BBB0			SSF50978	WD40 repeat-like
A0A8M2BBE5	PF03798	TRAM_LAG1_CLN8		
A0A8M2BBM0	PF00194	Carb_anhydrase	SSF51069	Carbonic anhydrase
A0A8M2BBM2				
A0A8M2BC49	PF14291	DUF4371	SSF53098	Ribonuclease H-like
A0A8M2BCX5	PF00561	Abhydrolase_1	SSF53474	alpha/beta-Hydrolases
